,genre,artist,track,popularity,danceability,instrumentalness,favorite,prediction
66832,Hip-Hop,KYLE,iSpy (feat. Lil Yachty),78,0.746,0.0,0,1
66849,Hip-Hop,Drake,Headlines,74,0.636,0.00035299999999999996,0,1
66857,Hip-Hop,"Tyler, The Creator",Potato Salad,76,0.5379999999999999,0.0,0,1
66863,Hip-Hop,Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",79,0.805,0.0,0,1
66891,Hip-Hop,Lil Xan,Betrayed,76,0.823,0.0,0,1
66894,Hip-Hop,Wiz Khalifa,See You Again (feat. Charlie Puth),81,0.6890000000000001,1.03e-06,0,1
66897,Hip-Hop,XXXTENTACION,Gassed Up!,74,0.843,6.72e-06,0,1
66923,Hip-Hop,XXXTENTACION,RIP Roach (feat. $ki Mask The Slump God),74,0.727,0.0,0,1
66929,Hip-Hop,Young Thug,pick up the phone,75,0.711,0.0,0,1
66938,Hip-Hop,"Tyler, The Creator",Boredom,74,0.5589999999999999,0.000522,0,1
66946,Hip-Hop,J. Cole,Apparently,72,0.8009999999999999,0.0,0,1
66948,Hip-Hop,Young Thug,High (feat. Elton John),73,0.759,5.8399999999999997e-05,0,1
66956,Hip-Hop,Machine Gun Kelly,Bad Things (with Camila Cabello),76,0.6970000000000001,0.0,0,1
66960,Hip-Hop,Chief Keef,Love Sosa,71,0.77,0.0,0,1
66965,Hip-Hop,Tory Lanez,Say It,73,0.546,6.5000000000000004e-06,0,1
66973,Hip-Hop,SZA,Broken Clocks,74,0.684,0.0,0,1
66979,Hip-Hop,Russ,Ride Slow,72,0.737,0.0,0,1
66988,Hip-Hop,XXXTENTACION,infinity (888) - feat. Joey Bada$$,75,0.562,0.0,0,1
66993,Hip-Hop,21 Savage,Ghostface Killers,76,0.782,1.3000000000000001e-05,0,1
66997,Hip-Hop,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",73,0.636,0.0,0,1
67002,Hip-Hop,BROCKHAMPTON,BLEACH,74,0.595,0.000597,0,1
67015,Hip-Hop,Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,72,0.794,0.0,0,1
67019,Hip-Hop,Mac Miller,My Favorite Part,75,0.861,1.93e-06,0,1
67022,Hip-Hop,Thutmose,Memories,73,0.5670000000000001,0.0,0,1
67023,Hip-Hop,Future,Jet Lag (feat. Young Scooter),72,0.81,0.0,0,1
67024,Hip-Hop,Lil Baby,Ready (feat. Gunna),73,0.7929999999999999,1.4000000000000001e-05,0,1
67025,Hip-Hop,6 Dogs,Faygo Dreams,73,0.748,0.053,0,1
67028,Hip-Hop,Tory Lanez,Shooters,72,0.639,0.0,0,1
67033,Hip-Hop,Offset,North Star (feat. CeeLo Green),75,0.67,0.0,0,1
67038,Hip-Hop,Offset,Tats On My Face,75,0.88,0.0,0,1
67044,Hip-Hop,Wu-Tang Clan,C.R.E.A.M.,74,0.479,0.0239,0,1
67047,Hip-Hop,Drake,Successful (feat. Trey Songz & Lil Wayne),72,0.562,0.0,0,1
67069,Hip-Hop,Jacquees,You,77,0.735,0.0,0,1
67070,Hip-Hop,Offset,Father Of 4 (feat. Big Rube),75,0.736,4.31e-06,0,1
67082,Hip-Hop,J. Cole,Immortal,71,0.713,2.87e-06,0,1
67085,Hip-Hop,Meek Mill,R.I.C.O. (feat. Drake),73,0.727,0.0,0,1
67089,Hip-Hop,Drake,November 18th,71,0.7490000000000001,0.0,0,1
67099,Hip-Hop,Yella Beezy,That's On Me,71,0.8029999999999999,0.0,0,1
67101,Hip-Hop,Drake,Energy,72,0.743,0.0,0,1
67102,Hip-Hop,Gunna,Derek Fisher (feat. Lil Baby),73,0.759,0.0,0,1
67103,Hip-Hop,NF,Paralyzed,73,0.507,4.82e-06,0,1
67117,Hip-Hop,Mac Miller,Small Worlds,70,0.516,4.5e-06,0,1
67138,Hip-Hop,Yung Bans,Ridin (feat. Landon Cube & YBN Nahmir),71,0.8320000000000001,5.45e-06,0,1
67150,Hip-Hop,NF,Remember This,71,0.628,0.0,0,1
67154,Hip-Hop,Ying Yang Twins,Get Low,72,0.521,0.0,0,1
67158,Hip-Hop,Lil Peep,Runaway,74,0.39899999999999997,0.0616,0,1
67174,Hip-Hop,Offset,On Fleek (feat. Quavo),73,0.872,2.22e-06,0,1
67179,Hip-Hop,J. Cole,BRACKETS,69,0.675,1.77e-06,0,1
67182,Hip-Hop,Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid),73,0.52,0.0,0,1
67184,Hip-Hop,Kevin Abstract,Empty,69,0.59,0.0,0,1
67189,Hip-Hop,"Tyler, The Creator",Who Dat Boy,72,0.706,0.0,0,1
67197,Hip-Hop,Future,Never Stop,71,0.5710000000000001,0.000149,0,1
67199,Hip-Hop,A$AP Rocky,Fukk Sleep,73,0.7929999999999999,7.43e-05,0,1
67233,Hip-Hop,Lil Xan,Lies (feat. Lil Skies),72,0.779,0.00488,0,1
67236,Hip-Hop,Mac Miller,Jet Fuel,70,0.7909999999999999,0.0,0,1
67240,Hip-Hop,T-Pain,Bartender,71,0.675,0.0,0,1
67253,Hip-Hop,JID,Workin Out,69,0.818,0.000102,0,1
67254,Hip-Hop,Meek Mill,Intro,70,0.6779999999999999,0.0,0,1
67260,Hip-Hop,HoodRich Pablo Juan,We Don't Luv Em (Remix),69,0.8959999999999999,0.0,0,1
67263,Hip-Hop,XXXTENTACION,Touch Eem Body,70,0.726,0.0,0,1
67281,Hip-Hop,Future,Promise U That,70,0.638,0.0,0,1
67302,Hip-Hop,6LACK,Luving U,70,0.723,0.0008810000000000001,0,1
67304,Hip-Hop,YBN Cordae,Locationships,73,0.715,0.0,0,1
67313,Hip-Hop,Chance the Rapper,The Man Who Has Everything,70,0.6859999999999999,0.0,0,1
67318,Hip-Hop,Joyner Lucas,Just Let Go,71,0.645,0.0,0,1
67344,Hip-Hop,CeeLo Green,Fuck You,67,0.69,0.0,0,1
67353,Hip-Hop,"Tyler, The Creator",Where This Flower Blooms,69,0.6859999999999999,3.41e-06,0,1
67371,Hip-Hop,Hopsin,You Should've Known,70,0.7659999999999999,3.56e-06,0,1
67375,Hip-Hop,Boogie,Soho (feat. JID),68,0.792,0.0,0,1
67398,Hip-Hop,Drake,Is There More,69,0.698,0.0,0,1
67399,Hip-Hop,Jagged Edge,Where the Party At,70,0.596,0.0,0,1
67400,Hip-Hop,NF,Intro III,67,0.419,0.0,0,1
67403,Hip-Hop,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",78,0.715,0.0,0,1
67405,Hip-Hop,Belly,Might Not,68,0.792,0.0,0,1
67422,Hip-Hop,XXXTENTACION,Slipknot (feat. Kin$oul & Killstation),70,0.44799999999999995,0.0,0,1
67434,Hip-Hop,NF,My Life,68,0.7070000000000001,0.0,0,1
67437,Hip-Hop,Boogie,Silent Ride,68,0.6759999999999999,0.0,0,1
67449,Hip-Hop,BROCKHAMPTON,SWEET,71,0.718,0.0,0,1
67466,Hip-Hop,Phora,To the Moon,66,0.54,0.0,0,1
67490,Hip-Hop,J. Cole,Ville Mentality,67,0.857,0.000171,0,1
67492,Hip-Hop,J. Cole,January 28th,67,0.483,0.0,0,1
67503,Hip-Hop,J. Cole,Once an Addict - Interlude,67,0.5479999999999999,0.0,0,1
67505,Hip-Hop,Metro Boomin,10AM/Save The World (feat. Gucci Mane),69,0.7190000000000001,0.0,0,1
67518,Hip-Hop,Mac Miller,Perfecto,69,0.599,0.0,0,1
67532,Hip-Hop,Metro Boomin,Lesbian (feat. Gunna & Young Thug),69,0.8,0.0,0,1
67565,Hip-Hop,A$AP Rocky,Canal St.,68,0.696,0.0,0,1
67595,Hip-Hop,NF,Lost In The Moment,67,0.505,0.0,0,1
67616,Hip-Hop,Ski Mask The Slump God,Save Me Pt 2 (feat. Austin Lam),67,0.769,0.0,0,1
67623,Hip-Hop,Isaiah Rashad,4r Da Squaw,68,0.667,2.12e-05,0,1
67647,Hip-Hop,Drake,A Night Off (feat. Lloyd),67,0.611,3.87e-06,0,1
67650,Hip-Hop,Chris Jeday,Ahora Dice,76,0.7040000000000001,0.0,0,1
67659,Hip-Hop,Jeremih,Love Don't Change,68,0.539,0.0,0,1
67660,Hip-Hop,Ab-Soul,The Law (feat. Mac Miller & Rapsody),65,0.7440000000000001,0.0,0,1
67664,Hip-Hop,Chance the Rapper,All We Got (feat. Kanye West & Chicago Children's Choir),67,0.531,1.89e-06,0,1
67665,Hip-Hop,Jason Derulo,Trumpets,68,0.635,0.0,0,1
67716,Hip-Hop,SZA,Supermodel,69,0.612,0.0,0,1
67727,Hip-Hop,XXXTENTACION,Hi Wendy!,67,0.8640000000000001,0.0,0,1
67741,Hip-Hop,Thundercat,Them Changes,63,0.784,0.000607,0,1
67751,Hip-Hop,Lil Durk,Neighborhood Hero,67,0.6779999999999999,0.0,0,1
67752,Hip-Hop,Chance the Rapper,Angels (feat. Saba),67,0.7709999999999999,0.0,0,1
67755,Hip-Hop,Kevin Roldan,PPP,85,0.7859999999999999,8.170000000000001e-05,0,1
67766,Hip-Hop,Drake,Bria's Interlude (feat. Omarion),66,0.49,0.0010400000000000001,0,1
67767,Hip-Hop,88GLAM,Kyrie,67,0.7140000000000001,1.56e-06,0,1
67768,Hip-Hop,A$AP Rocky,Excuse Me,66,0.653,0.0,0,1
67772,Hip-Hop,Denzel Curry,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],67,0.551,0.0,0,1
67790,Hip-Hop,Meek Mill,Almost Slipped,67,0.49,0.0,0,1
67793,Hip-Hop,Nicky Jam,Hasta el Amanecer,74,0.8320000000000001,0.0,0,1
67816,Hip-Hop,6LACK,Let Her Go,69,0.758,7.8e-05,0,1
67817,Hip-Hop,Playboi Carti,Right Now (feat. Pi'erre Bourne),63,0.687,0.0,0,1
67823,Hip-Hop,Mac Miller,Conversation Pt. 1,67,0.787,5.22e-05,0,1
67875,Hip-Hop,XXXTENTACION,H2O,66,0.7170000000000001,0.0,0,1
67898,Hip-Hop,Lil Yachty,SaintLaurentYSL (feat. Lil Baby),65,0.8859999999999999,0.0,0,1
67909,Hip-Hop,Jason Derulo,Whatcha Say,67,0.615,0.0,0,1
67914,Hip-Hop,Drake,Practice,65,0.446,7.759999999999999e-05,0,1
67941,Hip-Hop,Russ,Begging You,66,0.847,0.000266,0,1
67958,Hip-Hop,Gunna,Helluva Price,66,0.865,0.0,0,1
67977,Hip-Hop,Gunna,Spending Addiction,66,0.89,0.0,0,1
68008,Hip-Hop,Drake,March 14,66,0.5579999999999999,0.0,0,1
68009,Hip-Hop,Playboi Carti,Flex,62,0.75,0.0,0,1
68023,Hip-Hop,Big Pun,Twinz (Deep Cover 98),66,0.633,3.4e-06,0,1
68031,Hip-Hop,Kendrick Lamar,FEAR.,67,0.588,7.2000000000000005e-06,0,1
68035,Hip-Hop,Trey Songz,Solid,70,0.574,0.0,0,1
68039,Hip-Hop,Isaiah Rashad,Free Lunch,65,0.865,5.39e-05,0,1
68051,Hip-Hop,Drake,No Tellin',65,0.8270000000000001,0.0,0,1
68054,Hip-Hop,YG,Toot It And Boot It,63,0.7959999999999999,0.0,0,1
68067,Hip-Hop,Quality Control,Too Hotty,65,0.884,0.0,0,1
68068,Hip-Hop,SZA,Doves In The Wind,67,0.6920000000000001,0.0,0,1
68082,Hip-Hop,Andy Mineo,I Ain't Done,64,0.762,0.00173,0,1
68090,Hip-Hop,Mac Miller,ROS,65,0.535,0.0,0,1
68093,Hip-Hop,Lil Baby,Section 8 (feat. Young Thug),66,0.736,0.0,0,1
68099,Hip-Hop,Future,Trap Niggas,66,0.813,3.8299999999999996e-05,0,1
68123,Hip-Hop,Reo Cragun,Trap Music,64,0.747,0.0,0,1
68144,Hip-Hop,The-Dream,Shawty Is Da Shit,65,0.782,0.0,0,1
68155,Hip-Hop,Phora,Faithful,62,0.532,0.0,0,1
68156,Hip-Hop,Yung Tory,Netflix & Chill,64,0.7070000000000001,0.0,0,1
68158,Hip-Hop,MadeinTYO,Good Gas,63,0.895,0.0,0,1
68161,Hip-Hop,Aventura,Un Beso,70,0.732,1.8100000000000003e-05,0,1
68162,Hip-Hop,Future,Tricks on Me,65,0.7,0.0,0,1
68164,Hip-Hop,Lil Peep,Girls,68,0.644,0.0,0,1
68167,Hip-Hop,SZA,Normal Girl,66,0.622,5.3700000000000004e-05,0,1
68172,Hip-Hop,Paulo Londra,Forever Alone,84,0.8640000000000001,0.00022799999999999999,0,1
68185,Hip-Hop,Cooliecut,Empty,66,0.7070000000000001,0.000298,0,1
68196,Hip-Hop,Lil Wayne,Dark Side Of The Moon (feat. Nicki Minaj),66,0.603,0.0,0,1
68201,Hip-Hop,Boogie,Skydive II (feat. 6LACK),64,0.7440000000000001,1.4000000000000001e-05,0,1
68207,Hip-Hop,Kodak Black,In The Flesh,66,0.735,0.0,0,1
68216,Hip-Hop,Tory Lanez,I Sip,65,0.625,0.0,0,1
68217,Hip-Hop,Maxo Kream,Meet Again,64,0.799,0.0,0,1
68234,Hip-Hop,Monte Booker,Mona Lisa,66,0.586,0.00372,0,1
68236,Hip-Hop,Rich Brian,Glow Like Dat,65,0.787,0.00031099999999999997,0,1
68243,Hip-Hop,Bass Santana,Fall in Love with Death,66,0.823,0.000231,0,1
68251,Hip-Hop,A.CHAL,000000,69,0.7340000000000001,0.00293,0,1
68265,Hip-Hop,Jacquees,You (Remix) feat. Blueface - Remix,70,0.723,0.0,0,1
68269,Hip-Hop,Ugly God,Water,64,0.8,0.00011100000000000001,0,1
68286,Hip-Hop,Phora,I Think I Love You,61,0.544,0.0,0,1
68298,Hip-Hop,Quavo,RERUN (feat. Travis Scott),67,0.684,0.0,0,1
68301,Hip-Hop,Big Sean,Sacrifices,63,0.77,0.0,0,1
68311,Hip-Hop,Global Dan,Moving On,64,0.46399999999999997,3.28e-05,0,1
68319,Hip-Hop,SahBabii,Outstanding (feat. 21 Savage),64,0.795,7e-05,0,1
68331,Hip-Hop,MadeinTYO,I Want (feat. 2 Chainz),62,0.86,0.000136,0,1
68334,Hip-Hop,6LACK,Been A While,66,0.442,1.7100000000000002e-05,0,1
68362,Hip-Hop,The Internet,Girl,67,0.568,0.124,0,1
68364,Hip-Hop,Smino,Wild Irish Roses,64,0.632,2.0600000000000003e-05,0,1
68376,Hip-Hop,Drake,Madiba Riddim,66,0.8340000000000001,0.00968,0,1
68392,Hip-Hop,Arcangel,Me Acostumbre (feat. Bad Bunny),70,0.8079999999999999,0.0,0,1
68393,Hip-Hop,"Tyler, The Creator",Pothole,64,0.5429999999999999,7.23e-06,0,1
68416,Hip-Hop,Kris Wu,18,64,0.632,0.0,0,1
68429,Hip-Hop,2Pac,Dear Mama,70,0.773,0.0,0,1
68443,Hip-Hop,Drake,6 Man,63,0.7979999999999999,0.0,0,1
68464,Hip-Hop,Saba,BUSY / SIRENS,64,0.667,0.0,0,1
68491,Hip-Hop,Offset,Nightmare,66,0.7390000000000001,0.21100000000000002,0,1
68494,Hip-Hop,Carnage,Overtime (feat. Sebastian Reynoso & KYLE),64,0.687,0.0,0,1
68495,Hip-Hop,Global Dan,Off-White (feat. Mongo),63,0.6559999999999999,0.0,0,1
68506,Hip-Hop,Lil Wayne,Mess,64,0.6409999999999999,9.58e-05,0,1
68516,Hip-Hop,A$AP Rocky,Hun43rd,63,0.584,0.0,0,1
68524,Hip-Hop,Kid Ink,Be Real (feat. DeJ Loaf),67,0.762,0.00035099999999999997,0,1
68529,Hip-Hop,LL Cool J,Doin' It,64,0.804,0.0398,0,1
68532,Hip-Hop,Aminé,WHY?,63,0.6579999999999999,0.0106,0,1
68536,Hip-Hop,Lil Yachty,Forever World (feat. Trippie Redd),63,0.578,5.2300000000000004e-05,0,1
68541,Hip-Hop,"Tyler, The Creator",Garden Shed,63,0.423,0.016,0,1
68544,Hip-Hop,Arcangel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),70,0.815,0.0,0,1
68548,Hip-Hop,Big Boi,Kill Jill (feat. Killer Mike & Jeezy),62,0.7709999999999999,0.0,0,1
68561,Hip-Hop,Wiz Khalifa,Roll Up,65,0.523,0.0,0,1
68563,Hip-Hop,Kendrick Lamar,Black Panther,66,0.618,3.84e-06,0,1
68564,Hip-Hop,Traviezoz de la Zierra,Mi Pasado y Mi Presente,66,0.7959999999999999,0.0,0,1
68583,Hip-Hop,Nicky Jam,Satisfacción,67,0.622,0.0,0,1
68587,Hip-Hop,Vince Staples,745,61,0.785,0.00165,0,1
68592,Hip-Hop,EARTHGANG,Stuck (with Arin Ray),62,0.509,7.31e-05,0,1
68598,Hip-Hop,Sheck Wes,Do That,64,0.782,0.0706,0,1
68615,Hip-Hop,Nipsey Hussle,Dedication (feat. Kendrick Lamar),62,0.512,0.0,0,1
68637,Hip-Hop,Daveed Diggs,The Election of 1800,62,0.731,0.0,0,1
68648,Hip-Hop,Danny Ocean,Swing,77,0.7290000000000001,0.0,0,1
68665,Hip-Hop,$uicideBoy$,FUCKTHEPOPULATION,65,0.818,0.0,0,1
68675,Hip-Hop,Maxo Kream,Roaches,62,0.795,0.0,0,1
68678,Hip-Hop,Roy Woods,Down Girl,64,0.797,0.0,0,1
68701,Hip-Hop,Noname,"Shadow Man (feat. Phoelix, Smino & Saba)",64,0.611,1.52e-06,0,1
68704,Hip-Hop,6 Dogs,Off The Gas (feat. Lil Skies),64,0.669,2.22e-06,0,1
68712,Hip-Hop,Mick Jenkins,Jazz,65,0.636,0.000121,0,1
68723,Hip-Hop,Mac Miller,Senior Skip Day,62,0.544,0.0,0,1
68727,Hip-Hop,Rich Brian,See Me,62,0.8540000000000001,1.1e-06,0,1
68729,Hip-Hop,Mac Miller,Nike's on My Feet,65,0.823,0.0,0,1
68760,Hip-Hop,Joyner Lucas,Ultrasound,62,0.882,0.0,0,1
68830,Hip-Hop,Bryson Tiller,Overtime,64,0.657,0.0,0,1
68840,Hip-Hop,Flatbush Zombies,"New Phone, Who Dis?",61,0.843,6.34e-06,0,1
68882,Hip-Hop,Boogie,Skydive,61,0.669,4.85e-05,0,1
68892,Hip-Hop,Drake,Weston Road Flows,62,0.613,0.0,0,1
68900,Hip-Hop,LL Cool J,Hey Lover,62,0.7070000000000001,0.0,0,1
68901,Hip-Hop,Kevin Gates,John Gotti,58,0.564,0.0,0,1
68902,Hip-Hop,Young Thug,Feel It,61,0.721,0.0,0,1
68930,Hip-Hop,Flame,Start Over (feat. NF),61,0.7040000000000001,0.0,0,1
68937,Hip-Hop,Yung Bans,Waterslide (feat. Lil Skies),61,0.883,0.0,0,1
68943,Hip-Hop,Zaytoven,Mo Reala,61,0.878,0.0,0,1
68946,Hip-Hop,Jaden Smith,Batman,66,0.6759999999999999,1.4e-06,0,1
68967,Hip-Hop,Drake,Wu-Tang Forever,58,0.8320000000000001,0.0,0,1
68969,Hip-Hop,Bow Wow,Like You,64,0.7140000000000001,0.0,0,1
68981,Hip-Hop,Ciara,Greatest Love,67,0.687,0.0,0,1
69050,Hip-Hop,Kodak Black,Institution,61,0.672,0.0,0,1
69051,Hip-Hop,Tay-K,Gotta Blast,62,0.662,3.72e-05,0,1
69052,Hip-Hop,Kid Ink,Hell & Back,63,0.597,0.0,0,1
69055,Hip-Hop,50 Cent,I'm The Man,67,0.7859999999999999,0.0,0,1
69064,Hip-Hop,Pitbull,Feel This Moment,67,0.6729999999999999,0.0,0,1
69107,Hip-Hop,Phora,Feel,58,0.8290000000000001,1.23e-05,0,1
69161,Hip-Hop,88GLAM,Purple Baguettes,62,0.6990000000000001,0.0,0,1
69171,Hip-Hop,Future,Jersey,61,0.758,0.00046699999999999997,0,1
69192,Hip-Hop,Flatbush Zombies,Vacation (feat. Joey Bada$$),61,0.715,0.0,0,1
69196,Hip-Hop,Frank Ocean,Lens,62,0.6809999999999999,0.0,0,1
69201,Hip-Hop,Method Man,Bring The Pain,63,0.841,0.00355,0,1
69225,Hip-Hop,KYLE,Playinwitme (Remix) [feat. Logic and Kehlani],62,0.6829999999999999,0.0,0,1
69245,Hip-Hop,PnB Rock,ABCD (Friend Zone),62,0.856,0.0,0,1
69288,Hip-Hop,SahBabii,Anime World,61,0.738,3.12e-06,0,1
69296,Hip-Hop,Jack Harlow,PICKYOURPHONEUP (feat. K CAMP),57,0.79,2.12e-05,0,1
69311,Hip-Hop,Big Sean,Who's Stopping Me (& Metro Boomin),60,0.664,0.0,0,1
69326,Hip-Hop,Smino,blkswn,61,0.716,0.0,0,1
69345,Hip-Hop,Bas,Icarus (feat. Ari Lennox),59,0.764,2.18e-06,0,1
69371,Hip-Hop,NF,Outro,60,0.594,0.0,0,1
69390,Hip-Hop,Bryson Tiller,Rambo,63,0.635,2.01e-06,0,1
69419,Hip-Hop,Usher,Love in This Club (feat. Young Jeezy),66,0.573,0.0,0,1
69449,Hip-Hop,Boogie,Time (feat. Snoh Aalegra),59,0.669,0.0,0,1
69455,Hip-Hop,Mike Stud,Frio,64,0.738,2.15e-05,0,1
69458,Hip-Hop,G-Eazy,Remember You,62,0.654,0.0,0,1
69476,Hip-Hop,Isaiah Rashad,Silkk da Shocka (feat. Syd),59,0.59,6.59e-06,0,1
69479,Hip-Hop,Craig Xen,Wassup Bro!,63,0.81,0.0115,0,1
69485,Hip-Hop,Usher,Burn - Confession Special Edition Version,66,0.7959999999999999,0.0,0,1
69486,Hip-Hop,88GLAM,12,62,0.747,3.53e-05,0,1
69492,Hip-Hop,A$AP Rocky,Phoenix,61,0.645,0.005220000000000001,0,1
69516,Hip-Hop,Saba,BROKEN GIRLS,60,0.6629999999999999,0.0,0,1
69545,Hip-Hop,SZA,Pretty Little Birds (feat. Isaiah Rashad),61,0.529,0.00314,0,1
69553,Hip-Hop,A$AP Rocky,LVL,59,0.595,1.32e-05,0,1
69614,Hip-Hop,Meek Mill,Jump Out the Face (feat. Future),59,0.6990000000000001,1.26e-06,0,1
69661,Hip-Hop,Denzel Curry,MAD I GOT IT | MAD 1 GOT 1T,60,0.715,2.32e-06,0,1
69671,Hip-Hop,Ms. Lauryn Hill,Nothing Even Matters,63,0.539,3.18e-06,0,1
69685,Hip-Hop,Saba,Stay Right Here,59,0.752,0.0,0,1
69688,Hip-Hop,Ginuwine,In Those Jeans,62,0.691,0.0,0,1
69709,Hip-Hop,A$AP Rocky,Brotha Man,60,0.573,0.0,0,1
69716,Hip-Hop,G-Eazy,Pray For Me,62,0.77,0.0,0,1
69731,Hip-Hop,6LACK,Bless Me,60,0.474,0.0,0,1
69748,Hip-Hop,Duki,Sin Culpa (feat. DrefQuila),82,0.6409999999999999,1.74e-06,0,1
69756,Hip-Hop,Diddy,I Need A Girl (Part One) (feat. Usher & Loon),64,0.66,0.0,0,1
69817,Hip-Hop,BROCKHAMPTON,DISTRICT,61,0.66,6.32e-06,0,1
69838,Hip-Hop,Kid Ink,F With U (feat. Ty Dolla $ign),61,0.578,0.0,0,1
69847,Hip-Hop,Lloyd,Southside,61,0.627,0.0,0,1
69853,Hip-Hop,Future,Extra Luv,61,0.831,0.000883,0,1
69860,Hip-Hop,bbno$,shining,60,0.867,0.0,0,1
69888,Hip-Hop,Logic,Innermission,57,0.741,0.0,0,1
69955,Hip-Hop,SAINt JHN,Brilliant Bitch,61,0.84,1.9399999999999997e-05,0,1
70015,Hip-Hop,Lil Bo Weep,i wrote this song 4 u,62,0.7190000000000001,3.929999999999999e-05,0,1
70027,Hip-Hop,Ghostemane,Seppuku (feat. Suicideboy$ & Jgrxxn),60,0.8140000000000001,2.2800000000000002e-05,0,1
70035,Hip-Hop,Kendrick Lamar,How Much A Dollar Cost,60,0.624,0.0,0,1
70057,Hip-Hop,Playboi Carti,Ain't Doin That,55,0.765,0.0,0,1
70085,Hip-Hop,Mike Stud,Lost Me,62,0.787,3.11e-05,0,1
70099,Hip-Hop,21 Savage,Dead People,61,0.835,0.000458,0,1
70120,Hip-Hop,SahBabii,Purple Ape (feat. 4orever),59,0.7290000000000001,2.8800000000000002e-05,0,1
70122,Hip-Hop,"Tyler, The Creator",Lights On (feat. Ryan Beatty & Santigold),58,0.795,0.0,0,1
70125,Hip-Hop,Russ,Basement (Feat. Jessie Reyez),57,0.6629999999999999,8.8e-05,0,1
70129,Hip-Hop,21 Savage,Darth Vader,61,0.7240000000000001,0.0175,0,1
70150,Hip-Hop,Lil Xan,Moonlight,63,0.6970000000000001,0.0,0,1
70151,Hip-Hop,Childish Gambino,II. Worldstar,55,0.705,0.159,0,1
70178,Hip-Hop,Quavo,SWING (feat. Normani & Davido),63,0.76,0.0,0,1
70209,Hip-Hop,Jaden Smith,Yeah Yeah,60,0.7170000000000001,5.2000000000000004e-05,0,1
70218,Hip-Hop,Young Thug,Memo,59,0.823,0.0,0,1
70265,Hip-Hop,Mac Miller,Ascension,58,0.7559999999999999,0.0,0,1
70290,Hip-Hop,Lecrae,Hammer Time,55,0.7879999999999999,0.0,0,1
70301,Hip-Hop,The-Dream,Bedroom,62,0.654,5.1e-05,0,1
70321,Hip-Hop,88GLAM,Racks (feat. Gunna),59,0.7440000000000001,0.0,0,1
70347,Hip-Hop,XXXTENTACION,Static Shock,57,0.7,0.000452,0,1
70356,Hip-Hop,Noname,Reality Check (feat. Akenya & Eryn Allen Kane),60,0.722,0.0004940000000000001,0,1
70357,Hip-Hop,Young Money,Uoeno - Remix,57,0.815,0.0,0,1
70363,Hip-Hop,Mick Jenkins,Angles (feat. Noname & Xavier Omär),58,0.598,0.0,0,1
70365,Hip-Hop,YG,My Nigga - Remix,60,0.8190000000000001,0.0,0,1
70385,Hip-Hop,Usher,No Limit (feat. Young Thug),62,0.7170000000000001,0.0,0,1
70387,Hip-Hop,Noriel,Me Usaste,67,0.8079999999999999,0.0,0,1
70393,Hip-Hop,Mýa,It's All About Me,61,0.8079999999999999,0.0,0,1
70457,Hip-Hop,K CAMP,Clouds (feat. Wiz Khalifa),57,0.7709999999999999,0.000178,0,1
70463,Hip-Hop,New Boyz,FM$,58,0.67,0.0299,0,1
70490,Hip-Hop,Smif-N-Wessun,Wreckonize - Remix Vocal,62,0.775,6.31e-06,0,1
70510,Hip-Hop,Boogie,No Warning (feat. Shaé Universe),56,0.722,0.00108,0,1
70511,Hip-Hop,Justin Quiles,Crecia,63,0.718,2.99e-06,0,1
70522,Hip-Hop,King Lil G,Hopeless Boy (feat. David Ortiz),57,0.575,8.46e-05,0,1
70525,Hip-Hop,T.I.,The Weekend (feat. Young Thug & Swizz Beatz),58,0.547,0.0,0,1
70552,Hip-Hop,Darell,Si Tu Quieres,62,0.8190000000000001,0.0009220000000000001,0,1
70559,Hip-Hop,Amir Obe,Took You Seriously,58,0.731,7.329999999999999e-05,0,1
70560,Hip-Hop,Usher,Climax,62,0.647,2.6899999999999997e-05,0,1
70572,Hip-Hop,B.o.B,Roll Up (feat. Marko Penn),58,0.825,0.0,0,1
70595,Hip-Hop,Kendrick Lamar,untitled 08 | 09.06.2014.,59,0.843,1.89e-06,0,1
70604,Hip-Hop,MC Magic,Sexy Lady,57,0.774,0.0,0,1
70655,Hip-Hop,Lil Durk,Breather,56,0.809,0.0,0,1
70677,Hip-Hop,G-Eazy,Power,60,0.8390000000000001,5.15e-05,0,1
70735,Hip-Hop,Jon B.,They Don't Know,58,0.6970000000000001,3.35e-06,0,1
70750,Hip-Hop,NxWorries,Lyk Dis,56,0.703,0.0,0,1
70768,Hip-Hop,Taylor Bennett,Broad Shoulders (feat. Chance the Rapper),56,0.6,3.289999999999999e-05,0,1
70792,Hip-Hop,A$AP Mob,Put That On My Set,57,0.752,0.00024900000000000004,0,1
70798,Hip-Hop,Ciara,Like a Boy,61,0.701,0.0,0,1
70822,Hip-Hop,Russ,Gone,56,0.682,0.000285,0,1
